passage_id,ticker,company,sector,year,doc_type,section,word_count,gold_sentiment,gold_intensity,gold_guidance,gold_guid_type,model,model_label,prompt_key,shots,pred_sentiment,pred_intensity,pred_guidance,pred_guid_type,pred_key_phrase,pred_rationale,guid_confidence,guid_spans,latency_ms,error,retry_count,raw_response,is_sentiment_error,is_guidance_error,is_any_error,error_tags,error_tags_str,n_error_tags
FBNH_None_ceo_review_1_0,FBNH,FBN Holdings Plc,Banking,,earnings_release,ceo_review,193,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,neutral,mild,False,none,fairly represent in all material respects the financial condition and results of operations,"The passage is procedurally formal and lacks emotive language, resulting in a neutral sentiment. There is no forward-looking guidance present, as the text is focused on certifying the accuracy and fairness of the financial report for a past period.",high,[],6985.0,,0,"{
  ""sentiment"": ""neutral"",
   ""intensity"": ""mild"",
   ""sentiment_key_phrase"": ""fairly represent in all material respects the financial condition and results of operations"",
   ""has_guidance"": false,
   ""guidance_type"": ""none"",
   ""guidance_spans"": [],
   ""guidance_confidence"": ""high"",
   ""overall_rationale"": ""The passage is procedurally formal and lacks emotive language, resulting in a neutral sentiment. There is no forward-looking guidance present, as the text is focused on certifying the accuracy and fairness of the financial report for a past period.""
}",False,False,False,[],,0
FBNH_None_ceo_review_1_1,FBNH,FBN Holdings Plc,Banking,,earnings_release,ceo_review,174,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,neutral,mild,False,none,have evaluated the effectiveness of the Company's internal controls,"The passage is written in a formal and procedural tone, lacking any emotional or sentiment-bearing language, thus resulting in a neutral sentiment. There is no forward-looking guidance present in the passage, which is focused on internal controls and audit procedures, leading to the conclusion that no guidance is provided.",high,[],5349.0,,0,"{
  ""sentiment"": ""neutral"",
   ""intensity"": ""mild"",
   ""sentiment_key_phrase"": ""have evaluated the effectiveness of the Company's internal controls"",
   ""has_guidance"": false,
   ""guidance_type"": ""none"",
   ""guidance_spans"": [],
   ""guidance_confidence"": ""high"",
   ""overall_rationale"": ""The passage is written in a formal and procedural tone, lacking any emotional or sentiment-bearing language, thus resulting in a neutral sentiment. There is no forward-looking guidance present in the passage, which is focused on internal controls and audit procedures, leading to the conclusion that no guidance is provided.""
}",False,False,False,[],,0
FBNH_None_ceo_review_1_2,FBNH,FBN Holdings Plc,Banking,,earnings_release,ceo_review,370,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,positive,moderate,False,none,"Operating profit 209,934, Profit before tax 210,388","The financial results show a positive trend with increasing operating profit and profit before tax, indicating a moderate positive sentiment. There is no forward-looking guidance present in the passage, which is primarily focused on presenting historical financial data.",high,[],9146.0,,0,"{
  ""sentiment"": ""positive"",
   ""intensity"": ""moderate"",
   ""sentiment_key_phrase"": ""Operating profit 209,934, Profit before tax 210,388"",
   ""has_guidance"": false,
   ""guidance_type"": ""none"",
   ""guidance_spans"": [],
   ""guidance_confidence"": ""high"",
   ""overall_rationale"": ""The financial results show a positive trend with increasing operating profit and profit before tax, indicating a moderate positive sentiment. There is no forward-looking guidance present in the passage, which is primarily focused on presenting historical financial data.""
}",False,False,False,[],,0
FBNH_None_ceo_review_1_3,FBNH,FBN Holdings Plc,Banking,,earnings_release,ceo_review,249,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,positive,strong,False,none,"Operating profit 17,554 26,149","The passage presents a strongly positive sentiment due to the significant increase in operating profit and profit for the period from continuing operations. There is no forward-looking guidance present in the passage, which is primarily a financial statement with historical data.",high,[],8985.0,,0,"{
  ""sentiment"": ""positive"",
   ""intensity"": ""strong"",
   ""sentiment_key_phrase"": ""Operating profit 17,554 26,149"",
   ""has_guidance"": false,
   ""guidance_type"": ""none"",
   ""guidance_spans"": [],
   ""guidance_confidence"": ""high"",
   ""overall_rationale"": ""The passage presents a strongly positive sentiment due to the significant increase in operating profit and profit for the period from continuing operations. There is no forward-looking guidance present in the passage, which is primarily a financial statement with historical data.""
}",False,False,False,[],,0
FBNH_None_ceo_review_1_4,FBNH,FBN Holdings Plc,Banking,,earnings_release,ceo_review,155,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,neutral,mild,False,none,Total comprehensive income for the period,"The passage presents financial data in a neutral and factual manner, lacking any emotive language that could sway sentiment either positively or negatively. There is no forward-looking guidance present in the passage, which is purely a presentation of historical financial data without any projections or expectations for future performance.",high,[],3859.0,,0,"{
  ""sentiment"": ""neutral"",
   ""intensity"": ""mild"",
   ""sentiment_key_phrase"": ""Total comprehensive income for the period"",
   ""has_guidance"": false,
   ""guidance_type"": ""none"",
   ""guidance_spans"": [],
   ""guidance_confidence"": ""high"",
   ""overall_rationale"": ""The passage presents financial data in a neutral and factual manner, lacking any emotive language that could sway sentiment either positively or negatively. There is no forward-looking guidance present in the passage, which is purely a presentation of historical financial data without any projections or expectations for future performance.""
}",False,False,False,[],,0
FBNH_None_chairman_statement_0_0,FBNH,FBN Holdings Plc,Banking,,quarterly_results,chairman_statement,375,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,neutral,mild,False,none,Certification pursuant to section 60(2) of Investment and Securities Act No. 29 of 2007,"The passage is neutral in sentiment as it primarily consists of formal and procedural language related to certification and compliance. There is no forward-looking guidance present in the passage, which is typical of formal corporate disclosures that focus on regulatory compliance rather than performance projections.",high,[],9464.0,,0,"{
  ""sentiment"": ""neutral"",
   ""intensity"": ""mild"",
   ""sentiment_key_phrase"": ""Certification pursuant to section 60(2) of Investment and Securities Act No. 29 of 2007"",
   ""has_guidance"": false,
   ""guidance_type"": ""none"",
   ""guidance_spans"": [],
   ""guidance_confidence"": ""high"",
   ""overall_rationale"": ""The passage is neutral in sentiment as it primarily consists of formal and procedural language related to certification and compliance. There is no forward-looking guidance present in the passage, which is typical of formal corporate disclosures that focus on regulatory compliance rather than performance projections.""
}",False,False,False,[],,0
FBNH_None_chairman_statement_1_0,FBNH,FBN Holdings Plc,Banking,,quarterly_results,chairman_statement,335,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,neutral,mild,False,none,Certification pursuant to section 60(2) of Investment and Securities Act No. 29 of 2007,"The passage is a formal certification statement with no emotional tone, resulting in a neutral sentiment. There is no forward-looking guidance present in the passage, as it is focused on certifying the accuracy and completeness of the financial report.",high,[],6537.0,,0,"{
  ""sentiment"": ""neutral"",
   ""intensity"": ""mild"",
   ""sentiment_key_phrase"": ""Certification pursuant to section 60(2) of Investment and Securities Act No. 29 of 2007"",
   ""has_guidance"": false,
   ""guidance_type"": ""none"",
   ""guidance_spans"": [],
   ""guidance_confidence"": ""high"",
   ""overall_rationale"": ""The passage is a formal certification statement with no emotional tone, resulting in a neutral sentiment. There is no forward-looking guidance present in the passage, as it is focused on certifying the accuracy and completeness of the financial report.""
}",False,False,False,[],,0
FBNH_None_ceo_review_0_1,FBNH,FBN Holdings Plc,Banking,,quarterly_results,ceo_review,168,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,neutral,mild,False,none,financial statements and other financial information included in the report fairly represent in all material respects the financial condition and results of operations of the Company,"The passage is written in a formal and procedural tone, indicating a neutral sentiment with mild intensity due to the lack of emotive language. There is no forward-looking guidance present in the passage, which is focused on internal controls and financial reporting, hence no guidance is provided.",high,[],7214.0,,0,"{
  ""sentiment"": ""neutral"",
   ""intensity"": ""mild"",
   ""sentiment_key_phrase"": ""financial statements and other financial information included in the report fairly represent in all material respects the financial condition and results of operations of the Company"",
   ""has_guidance"": false,
   ""guidance_type"": ""none"",
   ""guidance_spans"": [],
   ""guidance_confidence"": ""high"",
   ""overall_rationale"": ""The passage is written in a formal and procedural tone, indicating a neutral sentiment with mild intensity due to the lack of emotive language. There is no forward-looking guidance present in the passage, which is focused on internal controls and financial reporting, hence no guidance is provided.""
}",False,False,False,[],,0
FBNH_None_ceo_review_0_2,FBNH,FBN Holdings Plc,Banking,,quarterly_results,ceo_review,194,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,neutral,mild,False,none,Share Price at end of reporting period: N50.00,"The passage is primarily a factual disclosure of shareholding structure and financial data, resulting in a neutral sentiment. There is no forward-looking guidance present in the passage, which is focused on historical data and compliance reporting.",high,[],6817.0,,0,"{
  ""sentiment"": ""neutral"",
   ""intensity"": ""mild"",
   ""sentiment_key_phrase"": ""Share Price at end of reporting period: N50.00"",
   ""has_guidance"": false,
   ""guidance_type"": ""none"",
   ""guidance_spans"": [],
   ""guidance_confidence"": ""high"",
   ""overall_rationale"": ""The passage is primarily a factual disclosure of shareholding structure and financial data, resulting in a neutral sentiment. There is no forward-looking guidance present in the passage, which is focused on historical data and compliance reporting.""
}",False,False,False,[],,0
FBNH_None_ceo_review_0_3,FBNH,FBN Holdings Plc,Banking,,quarterly_results,ceo_review,168,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,neutral,mild,False,none,compliant with the Nigerian Stock Exchange's free float requirements,"The passage is neutral as it primarily presents factual information about shareholdings and compliance with stock exchange requirements, lacking any emotive or directional language. There is no forward-looking guidance present in the passage, which is focused on historical data and regulatory compliance.",high,[],7045.0,,0,"{
  ""sentiment"": ""neutral"",
   ""intensity"": ""mild"",
   ""sentiment_key_phrase"": ""compliant with the Nigerian Stock Exchange's free float requirements"",
   ""has_guidance"": false,
   ""guidance_type"": ""none"",
   ""guidance_spans"": [],
   ""guidance_confidence"": ""high"",
   ""overall_rationale"": ""The passage is neutral as it primarily presents factual information about shareholdings and compliance with stock exchange requirements, lacking any emotive or directional language. There is no forward-looking guidance present in the passage, which is focused on historical data and regulatory compliance.""
}",False,False,False,[],,0
FBNH_None_ceo_review_1_1,FBNH,FBN Holdings Plc,Banking,,quarterly_results,ceo_review,157,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,neutral,mild,False,none,evaluated the effectiveness of the Company's internal controls,"The passage is written in a formal and procedural tone, indicating a neutral sentiment with mild intensity due to the lack of emotive language. There is no forward-looking guidance present in the passage, which is focused on reporting and disclosure of internal control evaluations.",high,[],5575.0,,0,"{
  ""sentiment"": ""neutral"",
   ""intensity"": ""mild"",
   ""sentiment_key_phrase"": ""evaluated the effectiveness of the Company's internal controls"",
   ""has_guidance"": false,
   ""guidance_type"": ""none"",
   ""guidance_spans"": [],
   ""guidance_confidence"": ""high"",
   ""overall_rationale"": ""The passage is written in a formal and procedural tone, indicating a neutral sentiment with mild intensity due to the lack of emotive language. There is no forward-looking guidance present in the passage, which is focused on reporting and disclosure of internal control evaluations.""
}",False,False,False,[],,0
FBNH_None_ceo_review_1_2,FBNH,FBN Holdings Plc,Banking,,quarterly_results,ceo_review,155,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,neutral,mild,False,none,"Share Price at end of reporting period: N50.00 (March 31, 2025: N28.15)","The passage presents factual information about the company's shareholding structure and financial data without expressing a clear emotional tone, resulting in a neutral sentiment. There is no forward-looking guidance present in the passage, as it primarily focuses on historical data and current shareholding structure.",high,[],7102.0,,0,"{
  ""sentiment"": ""neutral"",
   ""intensity"": ""mild"",
   ""sentiment_key_phrase"": ""Share Price at end of reporting period: N50.00 (March 31, 2025: N28.15)"",
   ""has_guidance"": false,
   ""guidance_type"": ""none"",
   ""guidance_spans"": [],
   ""guidance_confidence"": ""high"",
   ""overall_rationale"": ""The passage presents factual information about the company's shareholding structure and financial data without expressing a clear emotional tone, resulting in a neutral sentiment. There is no forward-looking guidance present in the passage, as it primarily focuses on historical data and current shareholding structure.""
}",False,False,False,[],,0
FBNH_None_ceo_review_1_3,FBNH,FBN Holdings Plc,Banking,,quarterly_results,ceo_review,153,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,neutral,mild,False,none,compliant with the Nigerian Stock Exchange's free float requirements,"The passage is neutral as it primarily presents factual information about shareholdings and compliance with stock exchange requirements, without expressing any emotional tone or opinion. There is no forward-looking guidance present in the passage, which is focused on historical data and regulatory compliance.",high,[],6636.0,,0,"{
  ""sentiment"": ""neutral"",
   ""intensity"": ""mild"",
   ""sentiment_key_phrase"": ""compliant with the Nigerian Stock Exchange's free float requirements"",
   ""has_guidance"": false,
   ""guidance_type"": ""none"",
   ""guidance_spans"": [],
   ""guidance_confidence"": ""high"",
   ""overall_rationale"": ""The passage is neutral as it primarily presents factual information about shareholdings and compliance with stock exchange requirements, without expressing any emotional tone or opinion. There is no forward-looking guidance present in the passage, which is focused on historical data and regulatory compliance.""
}",False,False,False,[],,0
FBNH_None_ceo_review_2_0,FBNH,FBN Holdings Plc,Banking,,quarterly_results,ceo_review,313,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,positive,strong,False,none,Operating profit increased to N320.033 billion from N186.695 billion,"The significant increase in operating profit and overall profitability signals a strongly positive sentiment. There is no forward-looking guidance present in the passage, which is primarily a factual presentation of the company's income statement.",high,[],8957.0,,0,"{
  ""sentiment"": ""positive"",
   ""intensity"": ""strong"",
   ""sentiment_key_phrase"": ""Operating profit increased to N320.033 billion from N186.695 billion"",
   ""has_guidance"": false,
   ""guidance_type"": ""none"",
   ""guidance_spans"": [],
   ""guidance_confidence"": ""high"",
   ""overall_rationale"": ""The significant increase in operating profit and overall profitability signals a strongly positive sentiment. There is no forward-looking guidance present in the passage, which is primarily a factual presentation of the company's income statement.""
}",False,False,False,[],,0
FBNH_None_ceo_review_2_1,FBNH,FBN Holdings Plc,Banking,,quarterly_results,ceo_review,89,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,neutral,mild,False,none,Net interest income after impairment charge for losses,"The passage presents financial data in a neutral and factual manner, lacking any emotive language that could sway sentiment either positively or negatively. There is no forward-looking guidance present in the passage, which consists entirely of historical financial data without any projections or expectations for future performance.",high,[],4706.0,,0,"{
  ""sentiment"": ""neutral"",
   ""intensity"": ""mild"",
   ""sentiment_key_phrase"": ""Net interest income after impairment charge for losses"",
   ""has_guidance"": false,
   ""guidance_type"": ""none"",
   ""guidance_spans"": [],
   ""guidance_confidence"": ""high"",
   ""overall_rationale"": ""The passage presents financial data in a neutral and factual manner, lacking any emotive language that could sway sentiment either positively or negatively. There is no forward-looking guidance present in the passage, which consists entirely of historical financial data without any projections or expectations for future performance.""
}",False,False,False,[],,0
FIDELITYBK_2020_outlook_0_0,FIDELITYBK,Fidelity Bank Plc,Banking,2020,annual_report,outlook,210,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,positive,moderate,True,positive,our outlook for 2018 financial year is positive,"The overall tone is positive due to the improved macroeconomic indices, declining inflation rate, and growth in major non-interest revenue lines. The guidance is explicitly positive, with the management expressing confidence in the continuation of the economic recovery and a positive outlook for the 2018 financial year.",high,"[""We expect the current economic recovery to continue with headline inflation receding"", ""our outlook for 2018 financial year is positive""]",6393.0,,0,"{
  ""sentiment"": ""positive"",
   ""intensity"": ""moderate"",
   ""sentiment_key_phrase"": ""our outlook for 2018 financial year is positive"",
   ""has_guidance"": true,
   ""guidance_type"": ""positive"",
   ""guidance_spans"": [""We expect the current economic recovery to continue with headline inflation receding"", ""our outlook for 2018 financial year is positive""],
   ""guidance_confidence"": ""high"",
   ""overall_rationale"": ""The overall tone is positive due to the improved macroeconomic indices, declining inflation rate, and growth in major non-interest revenue lines. The guidance is explicitly positive, with the management expressing confidence in the continuation of the economic recovery and a positive outlook for the 2018 financial year.""
}",False,False,False,[],,0
FIDELITYBK_2020_ceo_review_0_0,FIDELITYBK,Fidelity Bank Plc,Banking,2020,annual_report,ceo_review,157,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,neutral,mild,False,none,double-digit growth across key revenue lines,"The passage presents a mixed picture with both growth and challenges, resulting in a neutral sentiment. There is no explicit forward-looking guidance in the passage, which focuses on historical performance and regulatory compliance.",high,[],5271.0,,0,"{
  ""sentiment"": ""neutral"",
   ""intensity"": ""mild"",
   ""sentiment_key_phrase"": ""double-digit growth across key revenue lines"",
   ""has_guidance"": false,
   ""guidance_type"": ""none"",
   ""guidance_spans"": [],
   ""guidance_confidence"": ""high"",
   ""overall_rationale"": ""The passage presents a mixed picture with both growth and challenges, resulting in a neutral sentiment. There is no explicit forward-looking guidance in the passage, which focuses on historical performance and regulatory compliance.""
}",False,False,False,[],,0
FIDELITYBK_2020_ceo_review_0_1,FIDELITYBK,Fidelity Bank Plc,Banking,2020,annual_report,ceo_review,220,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,positive,moderate,True,neutral,"able to achieve this stride through disciplined balance sheet management, strategic cost reduction","The passage conveys a positive tone due to the bank's ability to maintain a strong capital adequacy ratio and liquidity ratio, as well as its efforts to improve risk assets quality and reduce costs. The guidance is present but neutral, as it outlines the bank's plans to enhance service delivery, reduce costs, and drive its retail banking strategy without providing specific quantitative targets or directional outcomes.",medium,"[""We will continue to focus on redesigning our systems and processes to enhance service delivery, deepen our cost reduction and driving our retail banking strategy"", ""optimize initiatives to reduce operating expenses and cost-to-serve, and enhance our digital banking infrastructure""]",7183.0,,0,"{
  ""sentiment"": ""positive"",
   ""intensity"": ""moderate"",
   ""sentiment_key_phrase"": ""able to achieve this stride through disciplined balance sheet management, strategic cost reduction"",
   ""has_guidance"": true,
   ""guidance_type"": ""neutral"",
   ""guidance_spans"": [
      ""We will continue to focus on redesigning our systems and processes to enhance service delivery, deepen our cost reduction and driving our retail banking strategy"",
      ""optimize initiatives to reduce operating expenses and cost-to-serve, and enhance our digital banking infrastructure""
   ],
   ""guidance_confidence"": ""medium"",
   ""overall_rationale"": ""The passage conveys a positive tone due to the bank's ability to maintain a strong capital adequacy ratio and liquidity ratio, as well as its efforts to improve risk assets quality and reduce costs. The guidance is present but neutral, as it outlines the bank's plans to enhance service delivery, reduce costs, and drive its retail banking strategy without providing specific quantitative targets or directional outcomes.""
}",False,False,False,[],,0
